book,chapter,verse,text_Tagalog,text_Cebuano
Genesis,4,2,Kasunod nito ay ipinanganak niya ang kanyang kapatid na si Abel. Si Abel ay tagapag-alaga ng mga tupa at si Cain ay magbubungkal ng lupa.,Ug nanganak usab siya sa igsoon niini nga si Abel. Ug si Abel tigbantay sa mga karnero samtang si Cain tig-ugmad sa yuta.
Genesis,4,3,Sa paglipas ng panahon ay nagdala si Cain ng isang handog sa Panginoon mula sa mga bunga ng lupa.,"Ug sa paglabay sa panahon, nahitabo nga si Cain nagdala ngadto sa Ginoo sa iyang halad gikan sa mga abot sa yuta."
Genesis,4,4,"Nagdala rin si Abel ng mga panganay ng kanyang kawan, ang taba ng mga iyon. At pinahalagahan ng Panginoon si Abel at ang kanyang handog,",Ug si Abel nagdala usab sa mga kamagulangan sa iyang mga karnero ug sa mga tambok nga bahin niini ug gitagad sa Ginoo si Abel ug ang iyang halad.
Genesis,4,5,"subalit hindi niya pinahalagahan si Cain at ang kanyang handog. Galit na galit si Cain, at nagngitngit ang kanyang mukha.","Apan kang Cain ug sa iyang halad, wala siya magtagad. Busa nasuko pag-ayo si Cain, ug nagmug-ot ang iyang dagway."
Genesis,4,6,"Sinabi ng Panginoon kay Cain, “Bakit ka nagalit at bakit nagngitngit ang iyong mukha?","Ug ang Ginoo miingon kang Cain, “Nganong nasuko ka man, ug nganong nagmug-ot man ang imong dagway?"
Genesis,4,7,"Kung ikaw ay gumawa ng mabuti, hindi ka ba tatanggapin? At kung hindi ka gumawa ng mabuti, ang kasalanan ang nag-aabang sa pintuan. Ikaw ang nais nito, subalit kailangang madaig mo ito!” Ang Pagpatay kay Abel","Kon maayo ang imong gibuhat, dili ba dawaton man kini? Ug kon ikaw wala magbuhat sa maayo, ang sala naghupo diha sa ganghaan ug ang tuyo niini mao ikaw, apan ikaw kinahanglan nga mobuntog niini.”"
Genesis,4,8,"Sinabihan ni Cain ang kanyang kapatid na si Abel, at nangyari nang sila'y nasa parang, tumindig si Cain laban kay Abel na kanyang kapatid, at ito'y kanyang pinatay.","Ug si Cain misulti kang Abel nga iyang igsoon, “Mangadto kita sa patag.” Ug sa didto na sila sa patag, si Cain mihasmag batok kang Abel nga iyang igsoon, ug gipatay niya siya."
Genesis,4,9,"At sinabi ng Panginoon kay Cain, “Nasaan si Abel na iyong kapatid?” At sinabi niya, “Aywan ko! Ako ba'y tagapagbantay ng aking kapatid?”","Ug ang Ginoo miingon kang Cain, “Hain si Abel nga imong igsoon?” Ug siya mitubag, “Wala ako mahibalo! Tigbantay ba god ako sa akong igsoon?”"
Genesis,4,10,"Sinabi niya, “Ano ang ginawa mo? Ang tinig ng dugo ng iyong kapatid ay dumadaing sa akin mula sa lupa.","Ug ang Ginoo miingon, “Unsa man ang imong gibuhat? Ang tingog sa dugo sa imong igsoon nagtuaw kanako gikan sa yuta."
Genesis,4,11,Ngayo'y sinumpa ka mula sa lupa. Ibinuka ng lupa ang bibig nito upang tanggapin ang dugo ng iyong kapatid mula sa iyong kamay.,Ug karon tinunglo ikaw gikan sa yuta nga mibuka sa iyang baba sa pagdawat sa dugo sa imong igsoon gikan sa imong kamot.
Genesis,4,12,"Kapag binungkal mo ang lupa, ito ay di na muling magbibigay sa iyo ng kanyang lakas. Ikaw ay magiging palaboy at pagala-gala sa lupa.”","Sa dihang mag-ugmad ikaw sa yuta, dili na kini maghatag kanimo sa iyang kusog. Maglatagaw ug magtagotago ikaw sa kalibotan.”"
Genesis,4,13,"At sinabi ni Cain sa Panginoon , “Ang parusa sa akin ay higit kaysa makakaya ko.","Ug si Cain miingon sa Ginoo , “Ang akong silot dako pa kay sa akong maantos."
Genesis,4,14,"Ako ngayo'y itinataboy mo mula sa ibabaw ng lupa, at ako'y maikukubli sa iyong mukha. Ako'y magiging palaboy at pagala-gala, sinumang makakita sa akin ay papatayin ako.”","Giabog nimo ako niining adlawa gikan niining yutaa, ug ako matago gikan sa imong atubangan, maglatagaw ug magtagotago ako sa kalibotan ug mahitabo nga si bisan kinsa nga makakita kanako, mopatay kanako.”"
Genesis,4,15,"At sinabi sa kanya ng Panginoon , “Hindi! Sinumang pumatay kay Cain ay pitong ulit na gagantihan.” At nilagyan ng Panginoon ng isang tanda si Cain upang huwag siyang patayin ng sinumang makakita sa kanya.","Ug ang Ginoo miingon kaniya, “Dili kana mahitabo! Si bisan kinsa nga mopatay kang Cain panimaslan ug pito ka pilo.” Ug gibutangan sa Ginoo ug patik si Cain aron siya dili patyon ni bisan kinsa nga makakita kaniya."
Genesis,4,16,"At umalis si Cain sa harapan ng Panginoon at nanirahan sa lupain ng Nod, sa silangan ng Eden. Ang mga Naging Anak ni Cain","Ug mipahawa si Cain sa atubangan sa Ginoo , ug mipuyo sa yuta sa Nod, sa silangan sa Eden."
Genesis,4,17,"Sumiping si Cain sa kanyang asawa, at siya'y naglihi at ipinanganak si Enoc. Siya'y nagtayo ng isang lunsod at tinawag ang lunsod ayon sa pangalan ng kanyang anak na si Enoc.","Ug nakighilawas si Cain sa iyang asawa, ug siya nagsamkon ug nanganak kang Enoc ug nagtukod siya ug usa ka lungsod ug ginganlan niya sama sa ngalan sa iyang anak nga si Enoc."
Genesis,4,18,Naging anak ni Enoc si Irad; at naging anak ni Irad si Mehujael; at naging anak ni Mehujael si Metusael; at naging anak ni Metusael si Lamec.,"Ug kang Enoc natawo si Irad, ug si Irad mao ang amahan ni Mehujael, ug si Mehujael mao ang amahan ni Methusael, ug si Methusael mao ang amahan ni Lamec."
Genesis,4,19,"At si Lamec ay nag-asawa ng dalawa; ang pangalan ng isa'y Ada, at ang pangalan ng ikalawa ay Zilla.","Ug si Lamec nangasawa ug duha ka buok, ang ngalan sa usa mao si Ada ug ang ngalan sa usa si Zilla."
Genesis,4,20,Naging anak ni Ada si Jabal. Siya ang ama ng mga naninirahan sa mga tolda at may mga hayop.,"Ug si Ada nanganak kang Jabal, ang amahan sa mga nagpuyo sa mga tolda ug may mga kahayopan."
Genesis,4,21,Ang pangalan ng kanyang kapatid ay Jubal. Siya ang ama ng lahat na tumutugtog ng alpa at plauta.,"Ug ang ngalan sa iyang igsoon mao si Jubal, ang amahan sa tanan nga mga tig-alpa ug sa mga tigplawta."
Genesis,4,22,"Ipinanganak ni Zilla si Tubal-Cain, ang panday ng lahat na kagamitang patalim na tanso at bakal. At ang kapatid na babae ni Tubal-Cain ay si Naama.","Ug si Zilla usab nanganak kang Tubal-Cain nga tighimo sa tanang galamiton nga bronsi ug puthaw, ug ang igsoon nga babaye ni Tubal-Cain mao si Naama."
Genesis,4,23,"At sinabi ni Lamec sa kanyang mga asawa, “Ada at Zilla, pakinggan ninyo ang aking tinig. Kayong mga asawa ni Lamec ay makinig sa aking mga salita. Pumatay ako ng isang tao, dahil sa pagsugat sa akin, at ng isang binata, dahil sa ako'y sinaktan.","Ug si Lamec miingon sa iyang mga asawa, “Ada ug Zilla, pamati kamo sa akong tingog, kamong mga asawa ni Lamec, pamatia ninyo ang akong isulti kaninyo; kay gipatay nako ang usa ka tawo tungod sa iyang pagsamad kanako, usa ka batan-on tungod sa iyang pagbun-og kanako."
Genesis,4,24,"Kung pitong ulit ipaghihiganti si Cain, tunay na si Lamec ay pitumpu't pitong ulit.” Sina Set at Enos","Kon si Cain ipanimalos ug pito ka pilo, si Lamec 77 ka pilo.”"
Genesis,4,25,"Muling nakilala ni Adan ang kanyang asawa at siya'y nanganak ng isang lalaki, at tinawag ang kanyang pangalan na Set; sapagkat kanyang sinabi, “Binigyan ako ng Diyos ng ibang anak na kahalili ni Abel, sapagkat siya'y pinatay ni Cain.”","Ug si Adan nakighilawas pag-usab sa iyang asawa ug siya nanganak ug usa ka batang lalaki ug gitawag niya ang iyang ngalan nga Seth, kay miingon siya, “Ang Dios mihatag kanako ug usa ka kaliwat nga puli kang Abel nga gipatay ni Cain.”"
Genesis,4,26,"Nagkaanak din si Set ng isang lalaki, at tinawag ang kanyang pangalan na Enos. Nang panahong iyon ang mga tao ay nagsimulang tumawag sa pangalan ng Panginoon .",Ug kang Seth usab natawo ang usa ka anak nga lalaki ug gitawag niya ang iyang ngalan nga Enos. Unya ang mga tawo nagsugod sa pagtawag sa ngalan sa Ginoo .
Genesis,5,1,"Ito ang aklat ng mga salinlahi ni Adan. Nang lalangin ng Diyos ang tao, siya ay nilalang sa wangis ng Diyos.","Mao kini ang talaan sa mga kaliwat ni Adan. Sa diha nga gibuhat sa Dios ang tawo, gibuhat niya siya sumala sa dagway sa Dios."
Genesis,5,2,"Lalaki at babae silang nilalang, at sila'y binasbasan at tinawag na Adan ang kanilang pangalan, nang araw na sila'y lalangin.","Lalaki ug babaye gibuhat niya sila, ug gipanalanginan niya sila ug ginganlan sila nga “Tawo” sa dihang gibuhat sila."
Genesis,5,3,"Nabuhay si Adan ng isandaan at tatlumpung taon, at nagkaanak ng isang lalaki na kanyang wangis, ayon sa kanyang larawan, at tinawag ang kanyang pangalan na Set.","Ug si Adan nagpanuigon ug 130 ka tuig sa dihang nahimo siyang amahan sa usa ka anak nga lalaki nga liwat kaniya, sumala sa iyang dagway, ug ginganlan niya siya ug Seth."
Genesis,5,4,Ang mga naging araw ni Adan pagkatapos na maipanganak si Set ay walong daang taon; at nagkaanak pa siya ng mga lalaki at mga babae.,"Human maanak kaniya si Seth, si Adan nabuhi pa ug laing 800 ka tuig ug may mga anak pa gayod siya nga lalaki ug babaye."
Genesis,5,5,Ang lahat ng mga araw ng naging buhay ni Adan ay siyamnaraan at tatlumpung taon at siya'y namatay.,"Busa ang tanang mga adlaw ni Adan 930 ka tuig, ug siya namatay."
Genesis,5,6,Nabuhay si Set ng isandaan at limang taon at naging anak niya si Enos.,"Sa dihang si Seth nagpanuigon ug 105, siya nahimong amahan ni Enos."
Genesis,5,7,Nabuhay si Set pagkatapos na maipanganak si Enos ng walong daan at pitong taon at nagkaanak pa ng mga lalaki at mga babae.,"Human maanak kaniya si Enos, si Seth nabuhi pa ug laing 807 ka tuig ug may mga anak pa gayod siya nga lalaki ug babaye."
Genesis,5,8,Ang lahat na naging araw ni Set ay siyamnaraan at labindalawang taon at siya'y namatay.,"Ang tanan nga mga adlaw sa kinabuhi ni Seth 912 ka tuig, ug siya namatay."
Genesis,5,9,Nabuhay si Enos ng siyamnapung taon at naging anak niya si Kenan.,"Sa dihang si Enos nagpanuigon ug 90, siya nahimong amahan ni Kenan."
Genesis,5,10,Si Enos ay nabuhay pagkatapos na maipanganak si Kenan ng walong daan at labinlimang taon at nagkaanak pa ng mga lalaki at mga babae.,"Human maanak kaniya si Kenan, si Enos nabuhi pa ug laing 815 ka tuig ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,11,Ang lahat na naging araw ni Enos ay siyamnaraan at limang taon at siya'y namatay.,"Busa ang tanang mga adlaw ni Enos 905, ug siya namatay."
Genesis,5,12,Nabuhay si Kenan ng pitumpung taon at naging anak niya si Mahalalel.,"Sa dihang si Kenan nagpanuigon ug 70, siya nahimong amahan ni Mahalaleel."
Genesis,5,13,"Nabuhay si Kenan pagkatapos na maipanganak si Mahalalel ng walong daan at apatnapung taon, at nagkaanak pa ng mga lalaki at mga babae.","Human maanak kaniya si Mahalaleel, si Kenan nabuhi pa ug laing 840 ka tuig ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,14,Ang lahat na naging araw ni Kenan ay siyamnaraan at sampung taon at siya'y namatay.,"Busa ang tanang mga adlaw ni Kenan 910 ka tuig, ug siya namatay."
Genesis,5,15,Nabuhay si Mahalalel ng animnapu't limang taon at naging anak niya si Jared.,"Sa dihang si Mahalaleel nagpanuigon ug 65, siya nahimong amahan ni Jared."
Genesis,5,16,"At nabuhay si Mahalalel pagkatapos na maipanganak si Jared ng walong daan at tatlumpung taon, at nagkaanak pa ng mga lalaki at mga babae.","Ug human maanak kaniya si Jared, si Mahalaleel nabuhi pa ug laing 830 ka tuig ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,17,Ang lahat na naging araw ni Mahalalel ay walong daan at siyamnapu't limang taon at siya'y namatay.,"Busa ang tanang mga adlaw ni Mahalaleel 895 ka tuig, ug siya namatay."
Genesis,5,18,Nabuhay si Jared ng isandaan at animnapu't dalawang taon at naging anak niya si Enoc.,"Sa dihang si Jared nagpanuigon ug 162, siya nahimong amahan ni Enoc."
Genesis,5,19,"Nabuhay si Jared pagkatapos na maipanganak si Enoc ng walong daang taon, at nagkaanak pa ng mga lalaki at mga babae.","Human maanak kaniya si Enoc, si Jared nabuhi pa ug laing 800 ka tuig ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,20,Ang lahat na naging araw ni Jared ay siyamnaraan at animnapu't dalawang taon at siya'y namatay.,"Busa ang tanang mga adlaw ni Jared 962 ka tuig, ug siya namatay."
Genesis,5,21,Nabuhay si Enoc ng animnapu't limang taon at naging anak niya si Matusalem.,"Sa dihang si Enoc nagpanuigon ug 65, siya nahimong amahan ni Metusela."
Genesis,5,22,"Lumakad si Enoc na kasama ng Diyos, pagkatapos na maipanganak si Matusalem ng tatlong daang taon, at nagkaanak pa siya ng mga lalaki at mga babae.","Human maanak kaniya si Metusela, si Enoc nagkinabuhi uban sa Dios sulod sa 300 ka tuig ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,23,At ang lahat na naging araw ni Enoc ay tatlong daan at animnapu't limang taon.,Busa ang tanang mga adlaw ni Enoc 365 ka tuig.
Genesis,5,24,Lumakad si Enoc na kasama ng Diyos; at hindi na siya natagpuan sapagkat siya'y kinuha ng Diyos.,"Si Enoc nagkinabuhi uban sa Dios, ug nahanaw siya kay gikuha siya sa Dios."
Genesis,5,25,Nabuhay si Matusalem ng isandaan at walumpu't pitong taon at naging anak niya si Lamec.,"Sa dihang si Metusela nagpanuigon ug 187, siya nahimong amahan ni Lamec."
Genesis,5,26,Nabuhay si Matusalem pagkatapos na maipanganak si Lamec ng pitong daan at walumpu't dalawang taon at nagkaanak pa ng mga lalaki at mga babae.,"Human maanak kaniya si Lamec, si Metusela nabuhi pa ug laing 782 ka tuig, ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,27,Ang lahat na naging araw ni Matusalem ay siyamnaraan at animnapu't siyam na taon at siya'y namatay.,"Busa ang tanang mga adlaw ni Metusela 969 ka tuig, ug siya namatay."
Genesis,5,28,Nabuhay si Lamec ng isandaan at walumpu't dalawang taon at nagkaanak ng isang lalaki.,"Sa dihang si Lamec napanuigon ug 182 ka tuig, siya nahimong amahan sa usa ka batang lalaki,"
Genesis,5,29,"Tinawag niya ang kanyang pangalan na Noe, na sinabi, “Ito ang magbibigay sa atin ng ginhawa mula sa ating gawa at sa pagpapagod ng ating mga kamay, dahil sa lupang sinumpa ng Panginoon .”","ug ginganlan niya siya ug Noe, nga nag-ingon, “Gikan sa yuta nga gitunglo sa Ginoo , kining bataa maoy magdala kanato ug pahulay gikan sa atong buluhaton ug gikan sa pagpangabudlay sa atong mga kamot.”"
Genesis,5,30,Nabuhay si Lamec pagkatapos na maipanganak si Noe ng limang daan at siyamnapu't limang taon at nagkaanak pa ng mga lalaki at mga babae.,"Human maanak kaniya si Noe, si Lamec nabuhi pa ug laing 595 ka tuig ug may mga anak pa gayod nga lalaki ug babaye."
Genesis,5,31,Ang lahat na naging araw ni Lamec ay pitong daan at pitumpu't pitong taon at namatay.,Busa ang tanang mga adlaw ni Lamec 777 ka tuig ug siya namatay.
Genesis,5,32,"Nang si Noe ay may limang daang taon, naging anak niya sina Sem, Ham, at Jafet.","Human nga si Noe nagpanuigon ug lima ka gatos, siya nahimong amahan nila ni Sem, Ham ug Japhet."
Genesis,6,1,Nagsimulang dumami ang mga tao sa balat ng lupa at nagkaanak sila ng mga babae.,"Sa dihang misugod sa pagdaghan ang mga tawo sa ibabaw sa yuta ug may nangatawo kanila nga mga anak nga babaye,"
Genesis,6,2,Nakita ng mga anak ng Diyos na magaganda ang mga anak na babae ng mga tao. At sila'y kumuha ng kani-kanilang mga asawa mula sa lahat ng kanilang pinili.,ang mga anak nga lalaki sa Dios nakakita nga ang mga anak nga babaye sa mga tawo maanyag ug nangasawa sila sumala sa ilang napili.
Genesis,6,3,"At sinabi ng Panginoon , “Ang aking Espiritu ay hindi laging mananatili sa tao, sapagkat siya'y laman. Subalit ang kanyang mga araw ay magiging isandaan at dalawampung taon.”","Ug ang Ginoo miingon, “Ang akong espiritu dili angay nga magpabilin uban sa tawo hangtod sa kahangtoran, kay siya unod apan ang iyang mga adlaw mahimo nga 120 ka tuig.”"
Genesis,6,4,"Ang mga higante ay nasa lupa nang mga araw na iyon, at kahit pagkatapos noon. Sila ang naging anak nang makipagtalik ang mga anak ng Diyos sa mga anak na babae ng tao. Ang mga ito ang naging makapangyarihan nang unang panahon, mga bantog na mandirigma.","Niadtong mga adlawa ang mga Nefilim diha sa yuta, ug bisan sa panahon human niini, sa dihang ang mga lalaking anak sa Dios misulod ngadto sa mga babayeng anak sa mga tawo, ug sila nanganak alang kanila. Kini mao ang kusgan nga mga tawo sa karaang panahon, ang mga tawo nga bantogan."
Genesis,6,5,"Nakita ng Panginoon na napakasama na ng tao sa lupa, at ang bawat haka ng mga pag-iisip ng kanyang puso ay palagi na lamang masama.",Nakita sa Ginoo nga dako ang pagkadaotan sa tawo sa ibabaw sa yuta ug nga ang tanang anaa sa mga hunahuna sa iyang kasingkasing kanunay lamang nga daotan.
Genesis,6,6,Nalungkot ang Panginoon na kanyang nilalang ang tao sa lupa at nalumbay ang kanyang puso.,Ug ang Ginoo nagbasol nga gibuhat niya ang tawo sa yuta ug kini nakapasubo sa iyang kasingkasing.
Genesis,6,7,"Kaya't sinabi ng Panginoon , “Lilipulin ko ang tao na aking nilalang sa ibabaw ng lupa—ang tao, hayop, ang mga gumagapang, at ang mga ibon sa himpapawid, sapagkat ako'y nalulungkot na nilalang ko sila.”","Ug miingon ang Ginoo , “Akong laglagon gikan sa nawong sa yuta ang tawo nga akong gibuhat, tawo ug mananap ug ang mga nagkamang sa yuta ug mga langgam sa kalangitan kay nagbasol ako nga gibuhat ko sila.”"
Genesis,6,8,Subalit si Noe ay nakatagpo ng biyaya sa paningin ng Panginoon . Si Noe at ang Kanyang mga Anak,Apan si Noe nakapahimuot sa mga mata sa Ginoo .
Genesis,6,9,Ito ang mga lahi ni Noe. Si Noe ay lalaking matuwid at walang kapintasan noong kapanahunan niya. Si Noe ay lumakad na kasama ng Diyos.,Kini mao ang mga kaliwat ni Noe. Si Noe usa ka tawo nga matarong ug dili masaway sa iyang panahon. Si Noe nagkinabuhi uban sa Dios.
Genesis,6,10,"Nagkaanak si Noe ng tatlong lalaki: sina Sem, Ham, at Jafet.","Ug si Noe may tulo ka anak nga lalaki: si Sem, si Ham ug si Japhet."
Genesis,6,11,At naging masama ang daigdig sa harapan ng Diyos at ang lupa ay napuno ng karahasan.,"Ug ang kalibotan nahimong daotan, nagkadunot sa atubangan sa Dios ug ang yuta napuno sa kabangis."
Genesis,6,12,Nakita ng Diyos na ang daigdig ay naging masama sapagkat pinasama ng lahat ng tao ang kanilang gawa sa lupa.,"Ug nakita sa Dios nga ang kalibotan nahimong daotan, nagkadunot kini kay ang tanang tawo daotan man sa ilang pamaagi diha sa kalibotan."
Genesis,6,13,"At sinabi ng Diyos kay Noe, “Ipinasiya ko nang wakasan ang lahat ng laman sapagkat ang lupa ay napuno ng karahasan nila. Ngayon, sila ay aking lilipuling kasama ng lupa.","Ug ang Dios miingon kang Noe, “Nakahukom na ako sa pagtapos sa tanan nga unod kay ang yuta napuno sa kadaotan tungod kanila, busa laglagon nako sila uban sa kalibotan."
Genesis,6,14,Gumawa ka ng isang daong na yari sa kahoy na gofer. Gumawa ka ng mga silid sa daong at pahiran mo ito ng alkitran sa loob at labas.,Pagbuhat ug usa ka arka gikan sa kahoy nga sipre ug mga lawak sa sulod sa arka ug buliti ug aspalto ang sulod ug gawas niini.
Genesis,6,15,"Gagawin mo ito sa ganitong paraan: ang haba ng sasakyan ay tatlong daang siko, ang luwang ay limampung siko, at ang taas ay tatlumpung siko.","Ug buhata kini sa ingon niini nga paagi: ang gitas-on sa arka 300 ka maniko, ang iyang gilapdon 50 ka maniko, ug ang iyang gihabogon 30 ka maniko."
Genesis,6,16,"Gagawa ka ng isang bintana sa sasakyan at tapusin mo ito ng isang siko sa dakong itaas. Ilalagay mo ang pintuan ng sasakyan sa kanyang tagiliran. Gagawin mo ito na may una, ikalawa at ikatlong palapag.","Pagbuhat ug atop sa arka, ug palabwa kini ug usa ka maniko diha sa ibabaw ug himoa diha sa kilid ang pultahan sa arka, ug himoa kini nga may ubos, ikaduha ug ikatulo nga andana."
Genesis,6,17,Ako'y magpapadagsa ng baha ng tubig sa ibabaw ng lupa upang lipulin ang lahat ng laman na may hininga ng buhay sa ilalim ng langit. Ang lahat na nasa lupa ay mamamatay.,"Ug tan-awa, ako magdala ug baha sa mga tubig nganha sa yuta aron sa paglaglag sa tanang unod nga may kinabuhi ubos sa langit, ang tanan nga anaa sa yuta mangamatay."
